index,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,y
161,1,0,0,267,5,0,1,0,0,0,1,0,2
162,2,7,0,267,5,0,0,2,1,1,0,3,2
164,2,8,0,267,5,4,0,1,1,0,0,0,2
166,2,4,0,267,5,0,1,2,1,2,1,3,2
168,1,0,2,267,5,2,1,1,1,0,0,0,2
169,3,0,3,267,5,0,0,1,1,0,0,0,2
170,2,7,0,267,5,3,0,1,1,0,0,0,1
171,1,6,0,267,5,0,1,2,1,0,1,0,2
173,2,7,2,267,5,2,1,1,1,0,0,0,2
174,2,7,0,267,5,2,0,1,1,0,0,0,1
175,2,4,0,267,5,0,1,1,0,0,0,0,2
176,2,0,0,267,5,1,1,2,0,0,1,0,2
177,2,6,0,267,5,0,1,0,1,1,1,0,2
179,3,7,0,267,5,4,1,1,0,0,0,0,1
180,3,8,0,267,5,2,0,1,1,0,0,0,2
181,2,8,3,267,5,0,1,2,0,0,0,0,2
182,2,7,0,267,5,3,0,1,1,0,0,0,2
183,3,7,2,267,5,4,1,1,0,1,0,0,2
184,3,8,3,267,5,0,0,1,1,0,0,0,2
185,2,6,0,267,5,1,0,1,1,0,0,0,2
186,2,8,3,267,5,0,1,1,1,0,0,0,2
187,1,6,0,267,5,0,1,0,1,0,1,0,2
188,2,7,0,267,5,3,1,1,2,0,0,0,2
189,2,8,0,267,5,0,0,0,1,0,1,0,2
190,2,7,3,267,5,0,0,1,1,0,0,0,2
191,2,7,3,267,5,0,0,1,3,1,0,0,2
192,2,4,3,267,5,0,0,1,1,0,1,0,2
193,2,8,0,267,5,0,1,0,0,0,0,0,2
194,2,8,0,267,5,0,0,1,1,0,0,0,2
195,3,8,3,267,5,0,0,1,1,0,0,0,2
196,2,3,0,267,5,0,1,1,2,0,0,0,2
197,2,5,3,267,5,0,1,1,1,0,0,0,1
198,2,6,0,267,5,0,1,1,1,0,0,0,2
200,2,8,0,267,5,0,1,2,0,0,0,0,2
201,2,6,0,267,5,0,0,1,1,0,0,0,2
202,3,2,0,267,5,4,0,2,1,0,0,0,2
203,2,3,3,267,5,1,1,2,1,0,2,0,2
204,2,7,2,267,5,3,0,1,1,0,0,0,2
205,3,6,0,267,5,0,1,1,1,0,0,0,2
206,2,7,0,267,5,1,1,1,0,0,0,0,1
207,3,8,0,267,5,0,1,1,1,0,0,0,2
208,3,8,0,267,5,0,1,2,0,0,0,0,2
209,2,7,0,267,5,0,1,1,2,0,0,0,2
211,3,4,3,267,5,0,0,1,1,0,0,0,2
212,1,9,0,267,5,0,1,2,1,0,0,0,2
213,2,7,0,267,5,4,0,1,1,0,0,0,1
214,2,3,0,267,5,0,1,2,1,0,1,0,2
215,2,8,0,267,5,1,1,0,1,0,0,0,2
216,3,7,0,267,5,0,1,1,1,0,0,0,2
217,2,8,0,267,5,0,1,2,0,1,1,3,2
218,2,4,0,267,5,0,1,2,1,1,1,3,2
219,2,7,2,267,5,3,1,2,0,1,0,3,2
220,2,2,3,267,5,0,0,1,0,0,0,0,2
221,2,9,2,267,5,2,0,0,1,0,2,0,2
222,2,7,0,267,5,3,0,0,1,1,1,0,2
224,2,4,0,267,5,1,0,1,1,0,0,0,2
225,2,8,0,267,5,2,1,1,1,0,0,0,2
226,2,8,0,267,5,0,1,1,1,0,0,0,2
227,2,7,3,267,5,0,1,1,1,1,0,0,2
228,3,8,0,267,5,0,1,1,2,0,0,0,2
229,2,0,0,267,5,0,0,0,0,0,1,0,2
230,2,8,0,267,5,0,1,2,1,0,0,0,2
231,2,7,0,267,5,3,0,1,1,0,0,0,2
233,2,7,3,267,5,0,1,2,1,0,0,0,2
235,4,8,0,267,5,0,1,1,1,0,0,0,2
303,2,8,0,282,5,4,1,0,1,1,1,3,2
305,2,7,2,282,5,3,0,1,1,0,0,0,2
307,3,7,0,282,5,2,0,1,1,0,0,0,2
309,2,8,0,282,5,0,1,1,1,0,0,0,2
310,2,4,0,282,5,0,1,0,1,1,1,0,2
311,2,4,3,282,5,1,0,0,1,0,1,0,2
312,3,7,0,282,5,4,0,0,1,0,1,0,1
315,2,4,0,282,5,1,1,2,1,1,1,3,2
316,2,7,0,282,5,0,0,0,1,0,1,0,2
319,2,0,0,282,5,3,0,1,1,0,0,0,2
320,1,0,0,282,5,0,0,1,1,1,0,0,2
321,1,0,0,282,5,0,1,1,0,1,0,3,2
322,2,4,2,282,5,3,1,0,1,0,1,0,2
326,2,4,0,282,5,0,1,1,1,0,0,0,2
327,3,8,0,282,5,0,1,1,1,0,0,0,2
329,3,7,0,282,5,0,1,1,1,0,0,0,2
331,1,7,0,282,5,4,0,1,1,0,0,0,2
332,2,7,0,282,5,3,0,1,1,1,0,3,2
333,6,0,0,282,5,0,0,1,1,0,0,0,2
334,2,8,0,282,5,0,0,0,1,1,1,3,2
335,2,7,0,282,5,0,1,0,0,0,2,0,2
336,3,6,2,282,5,4,1,1,1,1,0,0,2
338,3,6,0,282,5,3,0,1,0,1,0,0,2
339,2,8,0,282,5,3,0,1,1,0,0,0,2
340,3,8,0,282,5,4,0,2,1,0,0,0,2
341,2,7,0,282,5,4,1,0,1,0,1,0,2
342,2,7,0,282,5,0,0,1,1,0,2,0,1
344,2,8,3,282,5,0,1,1,1,0,0,0,2
346,2,7,0,282,5,4,0,1,1,0,0,0,2
347,1,9,0,282,5,0,1,1,1,0,0,0,1
353,2,4,0,282,5,4,0,1,1,1,0,0,1
354,2,7,2,282,5,3,0,1,1,0,2,0,2
355,2,4,0,282,5,1,0,0,1,0,1,0,2
359,2,6,0,282,5,1,1,0,1,2,1,0,2
360,1,9,2,282,5,4,0,1,1,0,0,0,2
364,3,8,0,282,5,1,1,2,0,1,1,3,2
365,2,8,2,282,5,3,0,1,1,1,0,0,2
366,1,0,0,282,5,0,0,0,3,2,1,3,2
367,2,8,0,282,5,0,0,1,1,1,2,0,2
368,1,7,2,282,5,2,0,1,1,0,0,0,2
369,3,9,0,282,5,0,1,0,1,0,2,0,0
371,2,8,0,282,5,0,1,2,1,0,1,0,2
372,4,5,0,282,5,0,1,2,0,1,1,3,1
373,2,6,0,282,5,4,0,1,1,0,0,0,2
375,2,7,0,282,5,0,0,1,3,1,0,3,0
377,2,4,2,282,5,3,0,0,1,2,2,0,2
378,1,9,0,282,5,0,1,0,1,2,1,3,2
379,2,4,0,282,5,0,0,1,1,2,0,4,2
380,1,6,0,282,5,0,1,0,1,1,1,3,2
381,2,7,2,282,5,2,0,1,1,0,0,0,2
383,2,8,0,282,5,0,1,2,0,0,1,0,0
386,5,8,0,282,5,0,1,1,1,0,0,0,2
387,2,4,0,282,5,0,0,1,1,1,0,3,1
388,2,7,0,282,5,0,0,0,0,0,1,0,2
392,3,2,3,282,5,0,0,1,3,1,0,0,2
393,2,4,3,282,5,0,0,1,1,0,0,0,2
395,3,8,0,282,5,0,0,1,1,0,0,0,2
396,2,7,0,282,5,0,1,1,1,0,0,0,2
400,2,0,3,282,5,0,1,1,0,1,0,0,2
401,2,7,0,282,5,2,0,1,1,0,0,0,2
402,1,9,0,282,5,1,1,0,1,0,1,0,2
403,2,4,0,282,5,1,1,2,1,0,1,0,1
405,1,0,0,282,5,0,1,1,0,0,0,0,2
406,2,0,0,282,5,3,1,1,1,0,0,0,2
407,2,0,0,282,5,3,1,1,1,0,0,0,1
408,3,5,0,282,5,0,0,1,3,0,0,0,1
409,2,7,0,282,5,0,1,1,1,0,0,0,2
410,4,9,0,282,5,1,0,1,0,0,0,0,1
411,2,4,0,282,5,0,1,0,1,1,2,0,2
413,3,2,3,282,5,0,0,1,3,0,0,0,2
414,2,8,0,282,5,0,1,1,1,0,0,0,2
415,3,7,2,282,5,4,1,2,1,0,0,0,2
416,2,7,0,282,5,2,0,1,0,0,0,0,2
420,2,7,0,282,5,4,0,1,1,0,0,0,2
421,2,7,0,282,5,3,0,1,1,0,0,0,2
422,3,4,0,282,5,0,1,1,1,1,0,3,1
423,2,7,3,282,5,0,1,2,1,0,0,0,2
424,2,4,3,282,5,0,0,0,1,0,1,0,2
425,3,7,0,282,5,0,1,1,1,0,0,0,2
426,3,8,0,282,5,0,1,1,0,0,0,0,2
427,2,7,0,282,5,0,0,1,1,1,0,3,2
429,3,8,0,282,5,0,1,0,0,0,1,0,2
430,2,7,0,282,5,0,1,1,0,0,0,0,2
431,1,6,0,282,5,0,1,1,1,0,2,0,2
433,2,4,0,282,5,0,1,0,1,0,1,0,2
435,2,8,0,282,5,0,0,1,3,0,0,0,2
436,2,7,0,282,5,2,0,1,1,0,0,0,1
437,2,7,0,282,5,0,1,2,1,0,1,0,2
438,3,5,0,282,5,0,1,2,1,0,1,0,2
439,3,7,0,282,5,4,0,1,1,0,0,0,1
440,2,7,0,282,5,3,0,1,3,0,0,0,2
441,2,8,0,282,5,4,1,1,1,0,0,0,2
442,2,7,0,282,5,3,0,1,1,0,0,0,2
443,2,4,0,282,5,0,1,1,1,0,0,0,2
444,2,7,0,282,5,0,0,1,0,0,0,0,2
445,2,4,0,282,5,0,1,1,1,0,0,0,1
446,2,7,0,282,5,4,0,1,3,0,0,0,2
447,2,8,3,282,5,0,1,1,1,0,0,0,2
448,2,7,3,282,5,0,0,1,1,0,0,0,1
449,2,7,0,282,5,0,1,1,0,0,0,0,2
450,1,1,0,282,5,0,1,0,1,0,1,0,2
451,2,8,0,282,5,0,1,0,0,0,1,0,2
452,2,8,0,282,5,0,1,1,1,0,0,0,2
453,2,8,0,282,5,3,0,1,1,0,0,0,2
455,3,7,0,282,5,4,1,2,1,0,0,0,2
456,1,7,2,282,5,3,1,1,1,0,0,0,2
457,3,7,0,282,5,4,0,1,1,0,0,0,2
458,2,2,2,282,5,4,1,1,1,0,0,0,1
459,2,7,2,282,5,3,0,1,1,1,0,3,2
461,2,8,0,282,5,0,0,1,1,0,0,0,2
464,4,8,0,282,5,0,1,2,0,0,0,0,2
465,2,7,0,282,5,4,1,1,0,0,0,0,2
466,3,7,0,282,5,0,1,1,0,0,0,0,2
467,2,8,2,282,5,3,1,1,1,0,0,0,2
469,4,4,0,282,5,0,0,1,1,0,0,0,2
470,3,7,0,282,5,4,1,2,1,0,2,0,2
471,2,8,0,282,5,0,1,1,0,0,0,0,2
472,1,8,0,282,5,0,1,1,1,0,0,0,2
473,2,7,0,282,5,4,0,1,1,0,0,0,2
474,1,7,0,282,5,1,1,1,1,0,0,0,2
475,1,0,3,282,5,1,1,0,1,0,1,0,2
476,3,3,0,282,5,0,1,1,1,0,0,0,2
477,3,6,0,282,5,0,1,1,0,0,0,0,1
478,3,8,3,282,5,0,0,1,1,0,0,0,2
480,2,4,3,282,5,0,0,1,1,0,0,0,2
482,2,2,3,282,5,0,0,1,0,0,0,0,2
485,1,0,0,282,5,1,1,1,1,0,0,0,2
486,2,8,3,282,5,0,0,0,1,1,1,0,2
487,2,4,0,282,5,3,0,0,1,1,1,3,2
488,2,7,0,282,5,4,0,1,1,1,0,0,2
489,2,8,0,282,5,0,1,1,1,0,0,0,2
490,2,7,0,282,5,0,1,0,1,1,0,0,2
491,3,0,0,282,5,0,1,0,1,0,1,0,2
494,3,8,0,282,5,0,1,0,1,0,1,0,2
496,2,7,0,282,5,4,1,1,1,0,0,0,2
497,2,8,0,282,5,0,1,1,1,0,0,0,2
498,2,7,3,282,5,0,1,1,0,0,0,0,2
499,2,8,0,282,5,0,0,0,1,1,1,0,2
501,4,4,0,282,5,0,1,0,0,1,2,0,2
502,2,4,0,282,5,0,1,0,1,0,1,0,2
503,2,2,3,282,5,0,0,2,1,0,0,0,2
504,2,2,3,282,5,0,0,1,3,0,0,0,2
505,2,6,0,282,5,3,0,1,1,1,0,0,2
506,3,7,0,282,5,0,1,1,0,0,0,0,2
507,2,0,0,282,5,3,1,2,0,0,0,0,2
509,3,7,0,282,5,3,0,1,3,0,0,0,2
511,3,4,0,282,5,0,1,0,1,0,1,0,2
512,2,7,0,282,5,4,0,1,1,0,0,0,2
513,2,4,3,282,5,1,0,1,1,0,0,0,2
514,2,4,0,282,5,0,0,0,1,1,1,3,2
515,2,8,0,282,5,0,1,1,2,1,1,0,2
516,2,7,0,282,5,0,1,1,1,0,0,0,2
518,2,8,0,282,5,2,1,1,1,1,0,0,2
519,2,8,3,282,5,0,0,1,1,0,0,0,1
520,1,0,0,282,5,0,1,1,1,1,1,3,2
522,2,4,3,282,5,0,0,0,1,0,0,0,2
525,2,9,0,282,5,1,0,1,1,0,0,0,1
526,2,4,0,282,5,0,1,0,1,0,1,0,2
528,3,8,2,282,5,4,1,1,1,0,0,0,1
529,2,7,0,282,5,2,1,1,1,0,0,0,2
531,1,0,0,282,5,0,1,2,1,0,1,0,2
532,2,4,3,282,5,0,1,1,1,0,0,0,2
533,2,7,0,282,5,4,0,0,1,1,1,0,2
534,2,8,0,282,5,4,0,1,1,1,0,0,2
535,2,7,0,282,5,4,0,1,1,0,0,0,2
705,3,8,2,303,5,4,1,1,1,2,0,4,2
706,2,8,3,303,5,0,1,1,1,2,2,0,2
707,2,7,2,303,5,2,0,1,1,0,0,0,2
709,2,7,2,303,5,3,0,1,1,1,0,0,2
710,2,7,0,303,5,1,1,1,1,0,0,0,2
711,2,7,0,303,5,4,0,1,1,0,0,0,2
712,2,7,2,303,5,4,0,0,1,0,1,0,1
714,5,8,3,303,5,0,1,1,0,0,0,0,2
715,2,7,3,303,5,0,0,1,1,0,0,0,2
716,2,7,2,303,5,3,0,1,1,0,0,0,1
717,3,8,2,303,5,2,0,1,1,0,0,0,2
718,2,2,3,303,5,0,0,0,1,1,1,3,2
720,1,1,3,303,5,0,0,1,1,0,0,0,2
721,2,0,0,303,5,4,1,0,1,0,1,0,2
722,2,7,2,303,5,4,0,1,3,1,0,0,2
723,2,0,2,303,5,4,1,1,1,0,0,0,2
724,2,7,0,303,5,0,1,1,0,0,0,0,2
725,2,2,0,303,5,0,0,1,3,0,0,0,2
727,4,8,0,303,5,0,1,0,1,1,2,4,2
729,2,7,0,303,5,4,0,1,1,2,0,0,2
730,3,7,0,303,5,0,1,0,0,1,1,3,2
732,2,7,0,303,5,0,1,1,1,0,0,0,2
734,2,8,0,303,5,0,1,0,1,0,1,0,2
735,3,8,0,303,5,4,0,1,1,1,0,3,2
736,2,7,0,303,5,4,0,1,1,1,0,3,2
737,4,8,0,303,5,0,1,1,0,0,0,0,2
738,2,0,2,303,5,2,0,1,1,0,2,0,2
740,3,7,0,303,5,3,1,1,1,0,0,0,1
741,2,4,3,303,5,1,1,0,1,0,1,0,2
742,3,4,2,303,5,3,0,0,1,1,1,0,2
743,2,4,3,303,5,0,0,0,1,0,1,0,2
744,5,5,0,303,5,0,1,1,1,0,0,0,2
745,3,4,3,303,5,0,0,1,1,1,0,3,2
749,2,7,2,303,5,4,1,1,1,0,0,0,1
750,3,7,2,303,5,4,0,0,1,1,1,0,2
751,4,8,0,303,5,0,1,1,0,1,1,3,2
752,2,7,0,303,5,3,0,0,1,0,1,0,2
754,2,8,0,303,5,0,1,1,0,0,0,0,2
755,2,7,0,303,5,0,0,1,1,0,0,0,2
756,2,4,0,303,5,1,1,1,1,1,1,3,2
757,2,7,0,303,5,2,0,1,1,1,0,0,2
758,2,7,2,303,5,4,0,0,1,1,1,0,2
759,3,7,0,303,5,0,1,1,0,0,0,0,2
760,3,8,0,303,5,0,0,1,1,0,0,0,2
761,2,0,0,303,5,0,1,1,0,0,0,0,2
762,2,7,0,303,5,4,0,1,1,0,0,0,2
763,2,7,3,303,5,0,0,0,1,1,1,3,2
764,2,7,2,303,5,3,1,2,1,0,0,0,1
765,2,7,0,303,5,0,0,1,3,0,0,0,2
766,2,8,0,303,5,0,0,2,1,0,0,0,2
770,0,0,3,303,5,0,0,2,1,0,0,0,2
775,3,8,0,303,5,0,1,0,0,0,1,0,2
778,2,7,0,303,5,2,0,1,1,0,0,0,2
779,3,7,0,303,5,0,1,1,1,0,0,0,2
780,2,7,0,303,5,4,1,0,1,0,1,0,2
781,2,4,0,303,5,0,0,0,1,0,1,0,2
786,2,7,0,303,5,4,0,1,1,1,0,3,2
787,1,7,3,303,5,0,1,0,1,0,1,0,2
788,2,8,3,303,5,0,0,0,1,1,1,3,2
789,2,0,0,303,5,3,0,1,3,1,0,3,2
791,2,7,0,303,5,2,1,1,1,0,0,0,2
793,2,7,0,303,5,4,0,0,2,0,1,0,2
795,2,4,0,303,5,0,1,1,1,1,0,0,2
796,2,4,2,303,5,3,0,0,0,1,1,0,2
797,2,0,0,303,5,0,0,0,1,0,1,0,2
798,2,8,3,303,5,0,1,0,1,0,1,0,2
804,2,8,0,303,5,0,1,0,1,1,1,0,2
805,1,0,0,303,5,1,1,0,1,1,1,0,2
807,3,4,2,303,5,4,1,0,1,0,0,0,2
809,2,0,3,303,5,0,0,1,1,1,0,3,2
810,2,9,3,303,5,0,0,1,1,0,0,0,1
811,3,8,0,303,5,0,0,1,1,0,0,0,2
812,3,8,0,303,5,0,0,1,1,0,0,0,2
813,2,8,3,303,5,0,1,1,1,0,0,0,2
821,3,7,3,303,5,0,1,1,0,2,0,0,2
823,1,6,2,303,5,3,0,1,1,0,0,0,2
824,2,8,0,303,5,0,0,2,1,1,1,3,2
825,2,8,0,303,5,3,0,1,1,0,0,0,2
827,2,2,3,303,5,0,0,1,1,0,0,0,2
828,2,8,3,303,5,0,1,0,1,0,2,0,2
829,2,7,0,303,5,3,0,1,1,1,0,0,2
830,2,8,0,303,5,0,1,0,1,0,1,0,2
831,2,7,2,303,5,4,1,0,1,1,1,3,2
832,2,8,0,303,5,0,0,0,1,0,1,0,2
833,3,4,2,303,5,2,0,0,1,0,1,0,2
834,3,0,0,303,5,0,1,0,1,1,1,0,2
835,2,8,2,303,5,2,0,1,1,0,0,0,2
836,3,7,0,303,5,0,1,1,0,0,0,0,2
847,1,9,0,303,5,1,1,0,0,0,1,0,2
848,2,8,2,303,5,2,0,0,1,0,1,0,2
849,1,9,0,303,5,0,1,0,1,0,1,0,2
850,1,0,0,303,5,0,0,0,1,0,1,0,2
851,2,7,0,303,5,4,0,1,1,0,0,0,2
852,2,7,0,303,5,3,0,0,1,0,1,0,2
853,2,8,3,303,5,0,0,1,1,0,0,0,2
857,2,4,3,303,5,0,0,0,1,1,1,0,2
858,2,4,3,303,5,0,0,0,0,0,1,0,2
859,3,8,0,303,5,0,1,1,0,0,0,0,2
860,4,2,0,303,5,0,0,0,1,0,1,0,2
861,2,7,2,303,5,4,0,1,1,1,0,0,2
864,2,7,3,303,5,1,1,0,1,0,1,0,2
865,2,7,0,303,5,0,1,0,0,0,1,0,2
866,2,4,3,303,5,0,1,0,1,0,1,0,2
873,4,7,0,303,5,0,1,0,1,1,1,3,2
875,2,8,0,303,5,0,1,1,1,0,0,0,2
877,2,7,0,303,5,0,0,0,1,0,1,0,2
878,2,7,0,303,5,4,1,0,1,1,1,3,2
879,2,7,2,303,5,3,0,1,1,0,0,0,2
880,2,4,0,303,5,0,0,1,1,0,0,0,2
884,2,4,2,303,5,3,0,0,1,2,1,0,2
885,2,7,0,303,5,0,0,0,0,0,1,0,2
886,2,8,0,303,5,0,1,0,0,0,1,0,2
887,1,0,0,303,5,0,0,1,3,2,0,0,1
888,3,8,0,303,5,0,1,2,1,0,1,0,2
889,2,8,0,303,5,0,1,1,1,0,0,0,2
890,2,8,0,303,5,0,0,1,1,0,0,0,2
891,3,7,0,303,5,0,1,1,1,1,1,0,2
892,2,8,0,303,5,4,0,0,1,0,1,0,2
893,2,7,0,303,5,0,1,1,0,0,0,0,2
894,2,4,0,303,5,0,0,0,3,1,1,3,2
896,2,8,3,303,5,0,1,1,1,0,1,0,2
897,2,7,0,303,5,4,0,0,1,0,1,0,0
904,3,8,0,303,5,0,1,0,1,1,1,0,2
905,2,7,2,303,5,4,0,1,1,0,0,0,1
906,2,1,3,303,5,0,0,0,1,1,1,0,1
907,1,9,0,303,5,1,1,1,1,0,0,0,1
908,4,9,0,303,5,0,0,1,0,0,0,0,1
909,2,8,0,303,5,0,0,1,1,0,0,0,2
910,2,5,0,303,5,0,1,1,1,0,0,0,2
911,2,7,0,303,5,4,0,1,1,0,0,0,0
913,3,7,0,303,5,0,0,1,1,1,0,0,2
915,2,8,3,303,5,0,0,1,1,0,0,0,2
916,2,7,0,303,5,4,0,1,1,1,0,3,1
917,2,8,0,303,5,0,1,0,0,0,1,0,2
928,2,8,2,303,5,4,0,1,1,0,0,0,2
929,2,7,0,303,5,0,1,1,1,0,0,0,2
931,2,8,0,303,5,0,0,1,1,1,0,3,2
933,2,7,2,303,5,4,0,1,1,0,0,0,1
934,3,8,0,303,5,0,1,1,0,0,0,0,2
936,2,7,3,303,5,0,0,1,1,0,0,0,2
937,2,8,0,303,5,0,0,1,1,0,0,0,2
938,2,8,0,303,5,0,1,1,1,0,0,0,2
940,2,0,0,303,5,0,0,1,1,0,2,0,2
942,1,0,0,303,5,1,1,0,0,0,2,0,2
943,2,7,0,303,5,1,0,1,1,0,0,0,2
944,2,4,3,303,5,0,0,0,0,0,1,0,1
945,2,8,2,303,5,2,0,1,1,0,0,0,2
948,2,7,0,303,5,4,0,1,1,0,0,0,2
950,2,8,0,303,5,0,1,0,1,0,1,0,2
952,5,7,0,303,5,4,1,1,1,0,0,0,1
953,2,7,0,303,5,4,0,1,1,0,0,0,2
955,2,7,2,303,5,4,1,1,1,0,0,0,2
956,2,7,0,303,5,3,0,1,1,0,0,0,2
957,3,8,0,303,5,0,0,1,1,0,0,0,2
958,2,7,0,303,5,0,0,1,1,0,0,0,1
959,3,8,3,303,5,0,1,1,0,0,0,0,2
960,4,4,3,303,5,0,0,1,1,0,0,0,2
961,2,7,2,303,5,4,0,1,1,0,0,0,2
962,2,7,0,303,5,3,0,1,1,0,0,0,2
963,2,4,0,303,5,1,1,0,1,0,1,0,2
964,1,9,0,303,5,0,1,2,1,0,2,0,1
965,2,4,2,303,5,4,0,0,1,0,1,0,2
966,2,7,0,303,5,4,1,1,1,0,0,0,2
968,1,1,0,303,5,0,0,1,1,0,0,0,2
969,3,4,0,303,5,2,0,0,1,0,1,0,2
971,2,7,0,303,5,4,0,1,1,0,0,0,1
972,3,4,0,303,5,0,1,1,0,0,0,0,1
973,3,8,0,303,5,0,1,1,1,0,0,0,2
974,2,7,0,303,5,4,0,1,1,0,0,0,1
975,2,7,2,303,5,4,0,1,1,0,0,0,1
976,2,8,3,303,5,0,1,0,1,0,1,0,2
978,2,7,2,303,5,4,1,1,1,0,0,0,2
979,2,8,0,303,5,0,1,1,1,0,0,0,2
980,3,2,3,303,5,0,1,1,1,0,0,0,2
981,2,4,3,303,5,0,0,0,0,0,1,0,2
983,2,8,0,303,5,0,1,1,1,0,0,0,2
984,2,7,0,303,5,4,0,1,1,0,0,0,1
986,2,8,3,303,5,0,0,1,1,0,0,0,2
987,1,7,0,303,5,0,0,2,1,0,0,0,2
988,2,7,2,303,5,4,0,1,3,0,0,0,2
989,2,1,0,303,5,0,0,1,1,0,0,0,2
990,1,2,3,303,5,0,0,1,1,0,0,0,2
